,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
Pint_P_max_boltz,0.11921216987994072,0.004232173329459209,-0.03385328505697399,0.007481410366558292,-0.05289704436163797,0.02307210135798159,-0.005870149767888058,-0.037856528260343296,0.01642877857056202,0.05317051207008842,0.0034604923345883686,-0.011376707987152616,0.01951911342335367,-0.00018389188375811773,0.020004726598056848,0.006562930107559112,-0.03290331260989676,-0.02591273863728588,0.007657168451535209,0.06588424015268952
volume_boltz,0.12392443108358987,0.011777718101815259,-0.01683137583392451,0.006559894535068108,-0.07386866850118026,0.050354074396744435,0.03921085277034444,-0.0034169966244139306,-0.010783117674704799,-0.05447457612728817,0.01934247299174823,-0.05154125106997602,0.0629239390292913,0.03154175133847464,0.002822043703316347,0.02702929654765449,-0.03838821119514764,-0.028478890809166123,-0.0011063400397855834,0.052449902576863335
surface_area_boltz,0.12236202242152361,0.026325494932696644,-0.029285182672015662,0.0016961017305405566,-0.07058003074857383,0.06122635786889721,0.03261100176367009,-0.0045196409150335915,-0.0034703435805822145,-0.054792540664425946,0.006603011878788494,-0.048984248697105125,0.06608052749810793,0.027093119979882046,-0.011591122189271018,0.008502143773773943,-0.024782055024338674,-0.011462279283843088,0.013688108903646572,0.038989903503735046
sphericity_boltz,-0.10688892792874895,-0.06174106445530892,0.0524738156226343,0.004270700720938451,0.04025445604578859,-0.08187208282868329,0.006890409668930386,0.008022926800683273,-0.028775428634790125,0.01791776599469355,0.03960057115765207,-0.002362453215525464,-0.05033420929755289,-0.004998995082409971,0.07482947394291134,0.06894378863967585,-0.03825536577810227,-0.06255010157932232,-0.06163903999393803,0.01758637287700012
dipolemoment_boltz,0.02080823331825198,0.0862422400600295,-0.07814646305036979,0.05759591579848937,0.1371554563470433,-0.08315910259781867,-0.009213221579179412,-0.021229552613646435,0.00891465617680515,0.026119985930165252,0.13074781921061954,-0.014624295696038061,0.10624435338693254,0.017917685135240922,-0.02057087011395432,0.15817734927877436,0.07393868177079109,0.08595354548743867,0.26400673614206227,0.03642423933211165
dipolemoment_min,0.006633857064292115,0.03837428736014064,-0.10333715639159217,0.04995923409194403,0.07879369898885559,-0.1046336924235243,0.015422174895879236,-0.08440685673483547,-0.016480104764319617,0.052242434639756655,0.16398725773393355,0.054674853666304334,0.1285923521640633,0.0809567153351334,-0.07167643399729712,0.17928432258560648,0.03702221510755912,0.10047587292647171,0.2364582461099829,0.05258499170251941
dipolemoment_max,0.026780472905406187,0.11184002013781975,-0.047515698070096125,0.04399701674446785,0.16890448351473458,-0.06015591808873022,-0.025885804902464806,0.02250052074248994,0.02688789413295829,0.01192464919566337,0.06686695687387441,-0.08627678685880877,0.09929505056340754,-0.022226838905850553,0.03712487494393084,0.12812540481349216,0.08739226972765114,0.0583852768064225,0.2404159635313712,0.009013841851323779
dipolemoment_delta,0.028004893276820354,0.10833662978825072,0.024257860792410543,0.014464696531864229,0.14678428184850162,0.00955816453208746,-0.04470197047464708,0.0961941415175929,0.04680468147698139,-0.027333728695570856,-0.04912950276663629,-0.15163386467356524,0.01985184152317716,-0.09306699406606708,0.10413202345047151,0.014830726824776045,0.07897238716087349,-0.008406266802471472,0.10854674184800951,-0.031236543682937757
dipolemoment_vburminconf,0.019477303544487228,0.0884955163576071,-0.06671580814225168,0.034120708351812495,0.1318959799178577,-0.0831531476395567,-0.02323613408022597,-0.003044022859679408,0.010207296634565393,0.03545314133323465,0.10469278425768341,-0.05299498577919962,0.12844545449942274,0.006051940629288291,0.003375922953495685,0.13902440951409817,0.05926547009652982,0.08686248884160876,0.28670946846317,0.029704722839108466
qpole_amp_boltz,0.048714560741581966,0.11410620059256142,-0.09960629706033777,0.03412735146443105,0.13799179246381782,-0.060007854087313996,-0.02302632151843147,0.054585584297703285,0.022377705537026168,0.0006771163859976586,0.05467482409271147,0.03419853647427498,0.006124330232054091,0.03740479340272301,-0.044591238399335806,0.03662301743901536,-0.06384188406468436,-0.007406480482129009,-0.10154109098482143,-0.019477257588711765
qpole_amp_min,0.03794193496176342,0.07240345444960856,-0.1232729546137688,0.038876460332183276,0.09990003000514042,-0.08551906612240968,-0.020454958055217305,-0.01532745898203879,-0.01264404090417844,0.047341616503158525,0.12548572682434248,0.14430620408012348,0.025045364416797677,0.0824043063914496,-0.15178603771232155,0.06035422609476127,-0.13547913608383577,0.032410185461130836,-0.12801766443828397,0.020654447541731655
qpole_amp_max,0.054441974191346026,0.1292151151554706,-0.06941287275545205,0.023121686404031328,0.1574892026710744,-0.031927795324918795,-0.01661257573885158,0.08134066524264316,0.04433716462518812,-0.028422409577783095,0.004749310494034762,-0.037472370000748816,-0.027486267024355863,4.887196507117194e-05,0.015146332229887451,0.008073404818048614,-0.006564974824602018,-0.03951864105474611,-0.06216315058858284,-0.02017393833989521
qpole_amp_delta,0.044113006313304934,0.11871186997468364,0.0032171374086400286,0.0006639885417557575,0.1354359017266272,0.024357680678955947,-0.006413161336643095,0.12308129910037548,0.07049444049460304,-0.0763399422611975,-0.09314651612509904,-0.16565980811039982,-0.057362572944054065,-0.06535372468683429,0.14115511039590317,-0.03690634191095014,0.0986044655829175,-0.07961633558336685,0.01686937243468782,-0.043905844633378995
qpole_amp_vburminconf,0.05316697837753314,0.10711514669222881,-0.08540231722606309,0.021668651991792447,0.13809097192228695,-0.05396325682693092,-0.02907534756889514,0.0416037703255508,0.02436373901334641,0.0025484051914793056,0.04706495094074998,0.04809845507178187,-0.003478695387622589,0.055899913228974536,-0.08296849949540074,0.003974553395209885,-0.08915879223884535,-0.01867013525285886,-0.14590303661623744,0.01824718858606664
qpoletens_xx_boltz,0.049726329755198,0.1144417706719983,-0.09152884516530062,0.04164123646946102,0.13199159988992634,-0.06189275370652375,-0.0216827848531427,0.033101652993744776,0.013524322743171122,-0.0073094528744086324,0.06568447235835065,-0.03259606720198446,-0.036703434999656705,0.0018781214313789824,-0.12986363001940607,0.0297362235914974,-0.05538902363814804,0.007203914788120324,-0.10955322303014675,-0.0077356160724446794
qpoletens_xx_min,0.03686140290557998,0.07016517353818076,-0.11707984942084622,0.04775638466967496,0.09115749555625699,-0.0910940637017489,-0.019496437299323644,-0.03864888636102669,-0.021955884616590194,0.038021649432022825,0.1351068483922565,0.0790323583812624,-0.029457328700453596,0.045223233770311046,-0.2311506172627348,0.05649385909737065,-0.1257893790292578,0.05023481381096689,-0.13463152506619167,0.026080031212445814
qpoletens_xx_max,0.0547731903400277,0.12828990193635742,-0.0644721750821185,0.03161027948610917,0.15099369325215523,-0.026306935215185626,-0.017381006838422756,0.06596316105065761,0.0411125270041741,-0.033992313429460796,0.014555111487181593,-0.09564453371175331,-0.05974889874116837,-0.031634922377237695,-0.04586190182875723,0.0004047790351874571,-0.0007508673223324724,-0.027744744324680496,-0.05849341572882949,-0.004031241842278228
qpoletens_xx_delta,0.04498330282095147,0.11715117039238827,0.0007812635407161182,0.006650872857241799,0.13163146693751013,0.03190539405986048,-0.008587740924063062,0.11472035839017918,0.06994624163426721,-0.07231878987326637,-0.07941399562989616,-0.1831054594327802,-0.05690968247819426,-0.0744768507898168,0.10836876454828537,-0.04065996324799677,0.09073092085255116,-0.07302718375563845,0.02142245561684495,-0.024304368054014404
qpoletens_xx_vburminconf,0.05191874573054306,0.10640569401810743,-0.0797325850960571,0.03811090996137682,0.13022488335939664,-0.055416974491850284,-0.031120008130799782,0.017632978011826096,0.021833243289328633,-0.005488084575319006,0.049609291388582194,-0.025867133072438327,-0.06616015778282006,0.020694355465589148,-0.1640396916358316,-0.0033317984746604537,-0.0792932848022239,0.0006827983408943461,-0.14428731539335132,0.027431012364833463
qpoletens_yy_boltz,-0.0046376537705816985,-0.0027815058065420255,-0.026691920927491664,-0.03560349834295106,0.013262209616551097,-0.005158297382093095,-0.015270902390858552,0.09333933367349047,0.029062009212938472,0.03666516647520931,-0.05353618761386888,0.2801339852960386,0.18911969830243636,0.15726840922048083,0.3852460869290393,0.025907978182493078,-0.00971518761559631,-0.06424980089891374,0.0528088166378311,-0.048779512899018856
qpoletens_yy_min,-0.03813368721310022,-0.09676674225382016,-0.008171928464064872,-0.026597106738457138,-0.08814568557222349,-0.005910827883387872,0.0065199811994566,-0.03427833352518003,-0.032528937393194374,0.0628043414562046,0.02055264470981874,0.3025443992713647,0.15097039275189356,0.14662528251918117,0.18249201305155402,0.042773623164422216,-0.02932916893074712,-0.012193007261416176,0.05673476934995571,-0.021637188758121553
